condition,run,model,triples_seen_in_training,frequency
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 'sk')",271
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 's', 'sk')",204
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 'sk')",552
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 's')",302
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 's')",302
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 's')",302
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 's')",302
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 's')",302
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 's')",302
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 's')",302
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 's')",302
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 's')",302
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 's')",302
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 's')",302
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 's')",302
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 's')",302
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 's')",302
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 's')",302
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 's')",302
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 's')",302
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 's')",302
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 's')",302
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 's')",302
10L_90NL,2,10L_90NL_2_3,"('sk', 'sk', 's')",302
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 's', 's')",107
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
10L_90NL,2,10L_90NL_2_3,"('s', 'sk', 's')",341
